caseid,sex,ybirth,mbirth,ZQ03,JC_1,JC_41,ZQ08A,ZQ08B,ZQ08C,ZQ08D,ZQ08E,ZQ08F,ZQ08G,ZQ08H,ZQ11_A,ZQ11_B,ZQ11_C,ZQ11_D,ZQ11_E,ZQ11_F,ZQ11_G,ZQ11_H,ZQ11_I,ZQ11_J,ZQ11_K,ZQ11_L,ZQ11_M,ZQ11_N,ZQ11_O,ZQ12,ZQ14_1A,ZQ14_1B,ZQ14_1C,ZQ14_1D,ZQ23A,ZQ23B,ZQ23C,ZQ23D,ZQ24,ZQ25,ZQ26A,ZQ26B,ZQ26C,ZQ26D,ZQ26E,ZQ26F,ZQ30D,ZQ35,ZQ39A,ZQ42,ZQ43,ZQ47A,ZQ47B,ZQ47C,ZQ50,ZQ52A,ZQ52Y,ZQ54A,ZQ54B,ZQ54C,ZQ54D,ZQ61_A,ZQ61_B,ZQ61_C,ZQ61_D,ZQ61_E,ZQ61_F,ZQ61_G,ZQ61_H,ZQ61_I,ZQ62
10089,1,1979,12,1,3,5,1,1,1,4,1,4,3,4,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,4,0,0,0,1,5,8,9,9,1,1,5,4,1,4,1,5,2,7,4,9,2,4,15,4,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10090,1,1985,2,1,12,4,5,3,3,4,5,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,0,1,0,0,5,8,1,3,3,2,4,4,2,4,2,3,1,8,2,9,1,4,15,5,1,8,888,8,8,8,8,2,2,2,2,2,2,2,1,2,3
10091,2,1976,2,1,3,6,6,4,3,5,2,3,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,0,3,5,2,2,1,1,5,5,2,5,1,5,1,4,3,9,3,4,8,9,2,2,50,2,5,5,4,2,1,2,2,2,2,2,2,2,2
10092,1,1973,2,1,2,8,6,1,3,1,3,6,6,5,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,0,0,0,1,2,8,2,1,1,4,3,3,2,3,2,5,3,6,3,6,4,6,15,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10093,2,1985,1,2,11,88,6,1,2,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,6,8,2,2,3,2,5,5,2,4,2,5,1,6,4,9,3,1,15,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10094,2,1985,12,1,12,4,9,1,6,5,4,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,0,1,5,8,2,2,3,3,3,2,2,1,3,5,5,6,5,99,3,3,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10095,2,1973,3,1,4,8,5,1,1,4,5,5,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,1,0,0,4,8,9,9,1,4,3,3,3,3,3,3,3,8,5,10,3,5,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10096,1,1978,2,1,2,11,6,6,6,5,6,4,5,5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,1,0,0,5,8,5,2,1,3,2,3,3,3,4,4,4,5,3,9,1,8,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10097,1,1975,6,1,3,8,9,1,2,4,3,4,4,3,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,3,1,0,0,0,5,8,2,2,2,2,5,5,1,5,1,5,1,7,3,9,4,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10098,2,1983,10,2,11,88,4,1,1,5,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,5,8,5,2,3,3,3,2,4,2,4,5,3,6,2,1,3,2,99,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10099,2,1980,5,1,3,10,1,1,1,5,4,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,0,0,1,0,6,8,5,2,1,2,5,5,2,3,2,5,2,6,2,1,2,5,15,6,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,2
10100,2,1981,10,2,10,88,6,1,1,6,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,5,2,1,1,1,1,5,3,2,3,2,3,1,2,2,1,2,6,7,9,2,2,45,6,2,6,6,1,2,2,2,2,2,2,2,2,1
10101,1,1979,1,1,2,11,6,6,4,3,4,6,6,4,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,1,0,0,0,2,2,1,1,1,3,5,5,5,5,3,5,3,8,2,2,2,7,4,8,2,2,54,2,3,4,3,2,1,2,2,2,2,2,2,2,1
10102,2,1981,6,1,3,8,6,3,3,4,1,4,5,4,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,0,1,0,0,2,8,5,2,1,3,2,3,5,2,5,3,3,7,5,2,3,2,15,9,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10103,1,1982,1,1,3,8,6,6,6,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,0,5,5,5,4,1,5,1,4,1,4,1,5,4,3,2,1,1,14,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10104,1,1972,4,1,6,8,6,1,3,4,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,2,0,6,5,4,3,2,2,3,5,2,5,2,5,1,8,5,9,3,5,6,8,2,2,48,1,1,2,3,2,1,2,2,2,2,2,2,2,2
10105,1,1980,5,1,2,8,4,2,4,2,6,5,6,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,0,1,5,8,2,4,2,3,4,3,3,3,4,5,4,5,4,99,4,5,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10106,1,1973,11,1,2,11,6,6,6,6,6,6,6,6,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,0,0,0,1,2,2,2,2,2,3,4,5,3,3,4,5,3,7,2,2,3,11,1,11,2,2,47,1,6,2,3,2,2,2,2,2,2,1,2,2,1
10107,2,1976,4,2,10,88,6,1,1,6,1,1,1,4,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,0,0,0,0,3,8,2,2,1,1,5,5,2,3,2,5,1,9,4,9,4,2,15,14,4,9,999,5,6,6,6,2,2,2,2,1,2,2,2,2,3
10108,2,1980,2,2,10,88,6,6,6,4,2,3,1,3,1,1,1,2,2,2,1,2,2,1,2,2,1,2,2,3,0,1,0,0,2,5,5,3,1,2,4,4,3,3,3,4,3,7,3,9,4,1,7,7,2,1,78,4,6,6,5,1,2,2,2,2,2,2,2,2,2
10109,2,1984,1,1,2,99,6,2,2,5,6,6,6,4,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,3,1,0,0,0,2,8,1,2,1,2,4,4,3,3,3,5,2,6,2,9,3,5,15,8,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,2
10110,2,1985,8,1,12,6,4,1,2,4,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,5,8,5,3,3,2,3,3,3,3,3,5,2,7,2,1,2,3,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10111,1,1979,10,1,2,9,2,2,2,4,6,3,5,4,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,3,0,0,2,0,2,4,5,4,1,1,4,4,2,4,3,5,2,5,2,10,4,99,99,2,2,2,52,1,1,3,3,2,2,2,1,2,2,2,2,2,2
10112,2,1986,1,1,12,5,6,1,3,4,6,5,5,5,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,4,1,0,0,1,5,8,5,1,3,4,3,3,4,3,4,4,3,8,4,9,3,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10113,1,1975,1,1,2,13,5,1,1,6,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,5,8,5,4,1,1,5,5,2,5,2,5,1,3,2,1,2,7,15,14,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10114,1,1986,10,1,12,7,6,1,2,5,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,0,3,8,3,7,3,4,3,5,2,5,2,5,2,8,3,99,3,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10115,2,1983,6,1,2,9,6,2,5,6,6,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,1,0,3,8,2,2,1,4,2,3,3,3,3,4,2,8,3,9,2,5,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10116,2,1974,12,1,2,9,5,1,1,6,1,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,2,1,0,1,5,6,5,2,1,1,5,4,2,4,1,5,1,5,4,9,1,8,8,10,2,1,76,1,4,4,4,1,2,2,2,2,2,2,2,2,3
10117,1,1979,7,1,2,15,6,1,1,4,4,6,4,3,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,3,0,0,0,1,5,5,7,5,1,4,3,3,3,3,3,5,1,5,4,9,2,7,3,8,2,2,54,1,3,1,4,1,2,2,2,2,2,2,2,2,3
10118,1,1972,6,1,2,10,1,1,1,5,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,0,0,5,3,2,2,1,1,5,5,2,5,3,5,2,3,2,9,2,8,1,8,2,2,47,1,1,1,4,1,2,2,2,2,2,2,2,2,2
10119,2,1981,6,1,3,8,6,1,1,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,5,8,5,2,1,1,3,4,4,4,4,5,1,4,3,9,4,6,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,4
10120,1,1974,1,1,2,12,6,1,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,4,5,2,1,2,2,2,4,2,4,5,2,5,4,2,2,8,4,9,2,1,76,1,3,4,4,1,2,2,2,2,2,2,2,2,4
10121,1,1973,10,1,2,10,6,1,3,3,6,6,6,5,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0,2,8,2,2,1,2,4,5,3,5,3,5,2,3,2,9,2,8,15,13,1,8,888,8,8,8,8,2,2,1,2,2,2,2,2,2,3
10122,2,1980,11,1,3,9,4,1,3,5,2,1,4,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,3,0,0,1,1,2,2,2,2,1,2,2,4,3,4,3,5,2,7,2,4,4,4,6,7,2,1,75,6,6,6,6,2,2,2,2,2,1,2,2,2,3
10123,1,1980,9,2,11,88,6,6,6,4,6,6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,6,8,2,5,3,1,5,5,1,5,1,5,2,4,3,9,1,2,15,10,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10124,1,1981,7,2,11,88,6,1,1,4,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,6,8,6,5,3,1,5,5,2,4,3,5,3,6,5,9,1,1,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10125,2,1973,4,1,2,8,6,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,0,0,1,1,3,5,3,2,1,5,2,2,5,1,4,1,5,7,5,9,1,7,8,10,2,2,35,6,6,6,6,1,2,2,2,2,2,2,2,2,3
10126,1,1972,2,1,2,8,6,1,4,4,5,6,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,0,0,1,0,5,3,5,1,1,4,2,3,2,3,3,4,2,8,3,9,2,6,1,6,2,1,71,1,1,1,3,2,1,2,2,2,2,2,2,2,1
10127,1,1980,3,1,5,9,6,2,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,3,8,6,5,1,3,5,5,4,5,1,3,2,9,5,9,2,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10128,2,1978,8,1,2,10,5,1,1,5,5,6,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,8,5,5,1,3,4,5,3,5,3,5,1,5,5,9,3,6,99,11,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10129,1,1980,3,1,2,8,6,2,2,4,6,6,6,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,0,1,1,2,2,2,2,1,3,4,4,2,4,2,5,1,7,3,9,3,5,1,5,2,1,85,1,1,1,2,1,2,2,2,2,2,2,2,2,2
10130,1,1972,9,1,2,10,6,6,2,5,6,6,5,6,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,3,0,0,0,1,2,1,2,2,2,2,5,5,2,5,2,5,1,99,9,1,2,8,4,9,2,2,48,1,1,2,3,1,2,2,2,2,2,2,2,2,3
10131,1,1984,7,1,7,8,4,1,1,5,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,1,2,8,2,2,1,2,4,4,2,5,2,5,2,5,2,9,4,5,99,99,1,8,888,8,8,8,8,2,2,1,2,2,2,2,2,2,3
10132,1,1972,2,1,2,7,5,1,1,5,6,5,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,6,5,2,2,1,3,4,5,4,5,4,5,3,6,5,9,2,8,8,10,2,1,66,1,1,4,1,1,2,2,2,2,2,2,2,2,3
10133,2,1982,4,1,2,8,6,1,2,4,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,4,8,5,2,1,3,3,3,3,3,4,5,2,8,4,9,3,14,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,1,2,2,3
10134,2,1978,12,1,6,6,6,6,3,5,1,1,9,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,0,0,1,0,2,2,2,2,1,2,3,4,3,4,2,5,1,9,2,9,3,3,7,8,2,2,54,6,6,4,4,2,2,2,2,1,2,2,2,2,2
10135,2,1977,12,1,6,6,6,5,5,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,2,2,1,3,5,3,2,4,1,5,3,7,2,9,3,6,15,6,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,4
10136,2,1972,2,2,10,88,6,1,1,5,1,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,0,0,1,0,4,2,7,7,1,4,4,5,2,4,2,3,2,4,3,1,2,2,8,8,2,2,46,6,6,4,4,2,2,2,2,1,2,2,2,2,3
10137,1,1984,12,1,12,8,4,5,3,5,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,0,5,8,2,3,3,2,3,3,3,3,4,5,4,6,2,1,1,4,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10138,1,1985,12,1,12,6,4,1,1,3,4,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,5,8,5,5,3,3,3,4,4,4,3,5,2,4,2,10,3,3,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10139,1,1983,9,1,2,8,6,2,2,4,6,6,6,6,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,3,0,1,0,0,2,8,2,2,1,2,5,5,1,5,1,5,1,7,3,10,4,6,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10140,1,1974,2,1,2,8,6,6,4,4,4,4,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,0,0,5,8,2,2,1,1,5,5,2,3,3,5,2,7,5,9,1,7,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10141,2,1979,9,1,3,6,6,1,1,4,4,1,4,6,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,4,1,0,1,0,5,8,1,7,2,1,3,3,2,3,3,5,3,7,3,9,4,4,15,4,4,2,46,6,6,5,5,1,2,2,2,2,2,2,2,2,2
10142,2,1984,9,1,12,4,3,1,2,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,8,5,5,3,2,2,3,3,3,3,5,2,8,5,9,2,14,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10143,2,1974,1,2,10,88,6,1,1,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,2,4,3,2,2,1,2,3,4,2,4,2,4,2,6,2,9,4,1,7,7,2,2,42,6,6,6,5,2,2,2,2,1,2,2,2,2,2
10144,2,1983,4,1,2,10,6,3,5,2,6,4,6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,0,0,9,8,9,9,9,9,9,9,9,9,9,9,9,6,5,9,2,5,99,5,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,2
10145,2,1976,11,1,3,9,6,1,4,4,3,4,4,4,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,3,1,1,2,0,4,8,5,4,1,2,4,5,2,5,2,4,2,4,5,9,3,6,99,8,4,1,71,4,4,6,4,2,2,2,2,1,2,2,2,2,3
10146,1,1976,4,1,2,8,3,1,1,6,1,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,1,0,0,5,8,5,2,1,1,5,4,2,4,3,5,4,7,5,2,3,7,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10147,2,1977,8,1,3,7,4,1,1,5,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,1,4,4,5,4,1,1,3,4,2,3,2,5,4,4,4,9,4,4,7,14,2,2,50,5,5,5,5,1,2,2,2,2,2,2,2,2,3
10148,2,1984,3,1,3,10,4,1,2,6,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,0,0,0,5,8,5,4,1,2,4,3,4,3,4,5,2,6,3,9,2,6,15,6,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10149,2,1974,1,2,10,88,4,4,3,4,3,2,1,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,2,0,1,0,3,2,2,2,1,4,3,3,3,2,3,3,3,7,5,9,4,1,14,14,2,2,46,4,6,6,3,2,1,2,2,2,2,2,2,2,3
10150,1,1976,6,1,2,8,6,2,4,4,6,6,6,4,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,3,0,0,1,1,2,2,2,2,1,3,3,3,3,3,3,4,2,5,2,1,2,7,1,9,2,2,59,1,1,1,2,1,2,2,2,2,2,2,2,2,2
10151,2,1972,11,1,4,7,6,1,1,5,2,3,4,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,0,0,1,0,3,5,1,1,1,4,4,3,2,3,2,4,2,10,5,9,4,5,5,7,2,2,45,3,6,6,3,2,2,2,1,2,2,2,2,2,3
10152,2,1986,8,1,3,8,6,5,6,4,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,2,8,2,2,2,4,4,2,4,2,4,4,4,9,6,9,3,4,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10153,2,1980,9,1,3,8,6,1,1,4,6,6,4,6,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,3,1,0,0,0,5,8,2,2,1,3,2,3,4,2,4,5,3,8,1,9,1,3,15,8,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10154,2,1981,11,1,4,7,6,9,1,6,6,6,6,6,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,0,0,1,0,3,8,7,7,1,1,5,5,5,5,1,5,1,6,3,9,4,5,99,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10155,1,1975,10,1,2,8,6,6,6,4,6,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,2,8,1,1,1,1,5,5,5,5,5,5,1,5,2,1,2,8,15,8,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,3
10156,2,1973,12,2,10,88,3,1,3,5,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,3,5,2,2,1,2,3,3,2,4,2,5,2,6,5,9,2,1,8,8,2,2,49,5,6,6,4,1,2,2,2,2,2,2,2,2,3
10157,2,1986,6,1,12,3,2,1,2,5,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,1,5,8,5,4,3,1,5,5,2,4,2,5,2,4,3,10,2,2,15,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10158,2,1975,4,1,2,9,6,1,2,6,1,1,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,0,0,0,4,4,2,2,1,3,3,2,3,2,3,5,2,7,3,1,2,7,8,9,2,1,74,6,6,4,4,2,2,2,2,2,2,2,2,1,4
10159,2,1981,3,1,2,8,6,1,4,3,1,1,4,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,0,0,1,0,2,8,1,2,1,3,4,3,2,3,2,4,4,9,4,9,3,5,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10160,1,1985,9,1,3,10,6,6,3,6,3,6,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,7,8,7,7,1,3,2,5,2,5,4,5,3,7,5,9,1,4,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,5
10161,2,1983,9,1,3,11,6,1,1,6,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,1,5,8,5,4,1,1,3,3,4,2,4,5,4,6,5,9,4,6,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10162,1,1984,10,1,3,8,6,1,1,6,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,0,0,0,1,1,8,1,1,1,3,4,4,4,3,3,5,3,10,5,9,3,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,5
10163,1,1983,11,1,2,10,6,2,2,5,4,4,5,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,1,1,4,3,2,2,1,2,5,4,1,4,1,5,1,5,5,9,1,7,1,7,2,2,58,1,2,3,4,2,2,2,1,2,2,2,2,2,1
10164,1,1974,2,1,2,12,6,1,3,6,4,6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,0,1,0,6,5,5,4,1,3,3,4,4,4,4,4,1,4,3,9,3,9,4,9,2,2,50,1,3,3,3,1,2,2,2,2,2,2,2,2,2
10165,2,1980,4,1,2,8,6,3,3,5,1,1,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,0,0,0,1,5,3,2,2,1,2,1,1,4,1,3,3,4,8,3,9,3,6,7,8,2,1,75,4,5,6,4,1,2,2,2,2,2,2,2,2,2
10166,2,1981,6,1,2,10,6,1,1,5,3,4,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,2,8,5,2,1,1,5,5,2,4,3,5,2,6,4,9,4,6,15,14,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,2
10167,2,1976,10,1,3,7,4,6,5,6,5,2,3,4,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,0,0,0,3,8,1,2,1,3,2,3,3,3,4,5,3,7,4,2,3,6,99,6,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,2
10168,1,1977,7,1,2,15,6,1,4,4,6,4,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,6,8,5,4,1,3,3,5,3,4,3,5,3,6,4,9,1,6,99,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10169,1,1973,10,1,2,9,6,2,2,5,6,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,2,3,1,2,1,3,3,5,2,5,2,5,1,5,3,9,1,7,5,9,2,2,48,1,1,4,1,1,2,2,2,2,2,2,2,2,2
10170,2,1974,7,1,2,8,6,1,3,5,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,1,0,0,5,3,2,2,1,2,3,3,2,3,2,3,1,4,5,9,4,6,6,14,2,1,72,4,6,5,4,1,2,2,2,2,2,2,2,2,3
10171,1,1982,10,1,2,10,6,2,3,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,3,8,2,2,1,2,4,4,2,4,3,5,2,3,4,9,1,9,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10172,1,1973,12,1,7,12,2,1,3,1,6,6,6,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,0,0,1,1,3,4,5,7,1,3,3,5,4,5,2,5,2,7,1,10,1,7,1,7,2,2,48,1,2,3,3,2,2,2,2,2,2,1,2,2,5
10173,1,1972,10,2,10,88,6,3,3,4,4,5,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,0,0,1,0,2,8,9,9,1,3,3,3,3,4,3,5,3,6,3,9,3,1,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10174,2,1983,12,1,3,9,6,3,3,5,1,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,1,0,2,2,6,2,1,3,3,1,3,4,2,4,2,3,3,10,4,2,4,99,2,2,52,6,5,5,5,2,2,2,2,2,1,2,2,2,5
10175,1,1978,5,1,2,10,6,1,1,5,6,6,5,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,3,4,1,1,4,4,2,5,2,5,1,6,5,2,2,6,99,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10176,2,1974,12,1,2,8,6,2,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,3,0,0,1,0,2,2,2,2,1,3,3,4,2,4,2,5,3,6,4,9,3,5,6,7,2,2,53,6,6,6,4,1,2,2,2,2,2,2,2,2,3
10177,1,1985,12,2,11,88,6,4,2,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,0,0,5,8,2,4,3,3,4,5,2,4,2,4,1,5,4,10,3,1,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10178,1,1976,5,2,10,88,6,1,3,4,6,6,4,5,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,5,1,0,0,0,2,4,2,2,1,4,4,3,3,3,3,1,3,8,2,9,3,1,4,4,2,2,50,2,2,4,3,1,2,2,2,2,2,2,2,2,2
10179,2,1977,10,1,2,10,5,1,1,4,6,6,6,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,3,0,0,0,1,3,8,2,4,1,4,2,3,2,3,2,2,2,4,5,1,2,5,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,1
10180,1,1983,2,1,2,13,4,1,1,5,1,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,0,0,4,8,2,2,1,1,4,4,2,9,2,3,2,7,4,9,3,14,99,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
